city_id,mntd_normalised,mntd_standardised,mntd_actual,mntd_min,mntd_max,mntd_mean,mntd_sd,mtd_normalised,mtd_standardised,mtd_actual,mtd_min,mtd_max,mtd_mean,mtd_sd,fd_normalised,fd_standardised,fd_actual,fd_min,fd_max,fd_mean,fd_sd,FRic_normalised,FRic_standardised,FRic_actual,FRic_min,FRic_max,FRic_mean,FRic_sd,mass_fd_normalised,mass_fd_standardised,mass_fd_actual,mass_fd_min,mass_fd_max,mass_fd_mean,mass_fd_sd,mass_var_normalised,mass_var_standardised,mass_var_actual,mass_var_min,mass_var_max,mass_var_mean,mass_var_sd,mass_sdndr_normalised,mass_sdndr_standardised,mass_sdndr_actual,mass_sdndr_min,mass_sdndr_max,mass_sdndr_mean,mass_sdndr_sd,locomotory_trait_fd_normalised,locomotory_trait_fd_standardised,locomotory_trait_fd_actual,locomotory_trait_fd_min,locomotory_trait_fd_max,locomotory_trait_fd_mean,locomotory_trait_fd_sd,locomotory_trait_var_normalised,locomotory_trait_var_standardised,locomotory_trait_var_actual,locomotory_trait_var_min,locomotory_trait_var_max,locomotory_trait_var_mean,locomotory_trait_var_sd,locomotory_trait_sdndr_normalised,locomotory_trait_sdndr_standardised,locomotory_trait_sdndr_actual,locomotory_trait_sdndr_min,locomotory_trait_sdndr_max,locomotory_trait_sdndr_mean,locomotory_trait_sdndr_sd,trophic_trait_fd_normalised,trophic_trait_fd_standardised,trophic_trait_fd_actual,trophic_trait_fd_min,trophic_trait_fd_max,trophic_trait_fd_mean,trophic_trait_fd_sd,trophic_trait_var_normalised,trophic_trait_var_standardised,trophic_trait_var_actual,trophic_trait_var_min,trophic_trait_var_max,trophic_trait_var_mean,trophic_trait_var_sd,trophic_trait_sdndr_normalised,trophic_trait_sdndr_standardised,trophic_trait_sdndr_actual,trophic_trait_sdndr_min,trophic_trait_sdndr_max,trophic_trait_sdndr_mean,trophic_trait_sdndr_sd,city_name,regional_pool_size,urban_pool_size,number_of_regional_introduced_species,number_of_urban_introduced_species
8,0,-1.1547005383792512,52.594989404500005,52.594989404500005,65.453573562,61.167378842333335,7.423907024297069,0,-1.1547005383792512,52.594989404500005,52.594989404500005,65.453573562,61.167378842333335,7.423907024297069,1,0.5773502691896282,1118.7557108365127,1064.1311197166883,1118.7557108365127,1100.5475137965711,31.537522387403826,NA,NA,NA,NA,NA,NA,NA,0.9999999999999959,0.5773502691896222,1118.7512471559573,1064.1263380829016,1118.7512471559576,1100.5429441316055,31.537705957787622,0.529000738959308,0.038645989394783455,30603.38,3486.1250000000005,54747.405000000006,29612.303333333337,25645.006951237283,NA,NA,NA,NA,NA,NA,NA,0,-1.154700538379254,2.0296146319488875,2.0296146319488875,2.134888998788624,2.0997975431753786,0.060780184033689254,0.249636775038704,-0.3206857435909406,0.11803756476683938,0.050155440414507826,0.3220790155440416,0.16342400690846293,0.14152934157097252,NA,NA,NA,NA,NA,NA,NA,0,-1.154700538379251,0.8986683097337937,0.8986683097337937,1.0052086033199918,0.9696951721245924,0.06151106718153323,0.005805552034478312,-0.5723006011770854,0.08565414507772022,0.08417098445595858,0.3396437823834198,0.16982297063903287,0.14707100671954132,NA,NA,NA,NA,NA,NA,NA,Oxnard,3,2,0,0
56,0,-1.8211876044659079,29.8287797715,29.8287797715,65.453573562,55.229913210750006,13.947565520960863,0,-1.8211876044659079,29.8287797715,29.8287797715,65.453573562,55.229913210750006,13.947565520960863,0,-1.5134513896644828,1024.4779103347823,1024.4779103347823,1118.7557108365127,1084.8345470462828,39.880129037299895,NA,NA,NA,NA,NA,NA,NA,0,-1.513455771532901,1024.472432168923,1024.472432168923,1118.7512471559576,1084.8298083004331,39.88050213742109,0,-0.9294476465031457,581.4049999999999,581.4049999999999,54747.405000000006,19846.940000000002,20727.939946356946,NA,NA,NA,NA,NA,NA,NA,0.5612285803896523,-0.315109238463509,2.0296146319488875,1.8949591352318187,2.134888998788624,2.0598092325825776,0.09582264481016425,0.20207923228346442,-0.5272664931271016,0.07005181347150258,0.006224093264248711,0.3220790155440416,0.13421740069084634,0.12169479391491725,NA,NA,NA,NA,NA,NA,NA,0.5942352744770147,-0.26251991707878514,0.8986683097337937,0.7426419313430732,1.0052086033199918,0.9259340601284394,0.10386164485364695,0.13565516707920777,-0.6639789697825514,0.05015544041450774,0.004721502590673588,0.3396437823834198,0.1381034110535406,0.13245595815758324,NA,NA,NA,NA,NA,NA,NA,Indio,4,2,0,0
65,0.41870958831986566,-0.20107661115828776,41.7037110345,30.77121777216667,56.88118412426667,44.066332819866666,11.74985878147113,0.5304326843379795,-0.08172503390662553,53.57864229766667,45.00625286093333,61.16737884326667,54.11702398296,6.5877205497211015,0.09930391057715961,-0.9657985809124277,1080.4996775503635,1070.1053232499753,1174.7774780520936,1126.017409684904,47.12963244524346,NA,NA,NA,NA,NA,NA,NA,0.09930094804363396,-0.9658016106547624,1080.492682168923,1070.0985603051238,1174.7714971559576,1126.0109534192084,47.130042803952634,0.055515834630104705,-1.0669418039998138,2898.5033333333336,2036.1033333333337,17570.410000000003,9028.297,5745.199638524742,0.3934916107005684,-0.30161585040095534,0.2500007861446278,6.007704173208224e-4,0.6344135606907343,0.31347739282581005,0.2104551421843353,1,1.03642486585187,2.3205037592958755,2.1369184156954786,2.3205037592958755,2.2348475650294897,0.08264583096043562,0.6603032004491858,0.36029319231387996,0.11255613126079449,0.031312607944732326,0.15435233160621764,0.09773575129533682,0.041134221466350825,0.04581221933835914,-0.9735441153891626,0.08363628594679583,0.05582421956735913,0.662912607362388,0.3355976230705348,0.258808340722208,0.32770850457724465,-0.5783785030640459,1.030218981494073,0.9313999315108941,1.2329455081527299,1.1029719358798216,0.1257877912134165,0.4035087719298245,-0.3694068702738702,0.08119170984455956,0.02756476683937822,0.1604663212435233,0.09749740932642485,0.04414021718052131,0.12626397756209115,-0.9959128123873856,0.08055646874277109,0.010247924365022636,0.5670856363971322,0.27669493112498844,0.19694340703584032,Hermosillo,5,3,0,0
74,0.999999999971167,0.6187575978749981,65.4535735605,13.430039877999999,65.453573562,54.1170239826,18.321471310951434,0.999999999971167,0.6187575978749981,65.4535735605,13.430039877999999,65.453573562,54.1170239826,18.321471310951434,0.47813636565434703,-0.32251358227710414,1064.1311197166883,1014.0835560343942,1118.7557108365127,1077.010878858198,39.93555573868355,NA,NA,NA,NA,NA,NA,NA,0.4781372270952868,-0.3225111894259448,1064.1263380829016,1014.078310305124,1118.7512471559576,1077.0061083429482,39.93588651287418,0.04528232694762795,-0.72747177461339,2548.9800000000005,73.20500000000001,54747.405000000006,17808.567000000003,20976.191149284947,NA,NA,NA,NA,NA,NA,NA,1,0.6780927069536341,2.134888998788624,1.8574964167681736,2.134888998788624,2.062101880862951,0.10734095379475844,0.13458636025194695,-0.7631228584684698,0.043549222797927487,2.3316062176166025e-4,0.3220790155440416,0.1378134715025907,0.12352434166871175,NA,NA,NA,NA,NA,NA,NA,0.22790457321834856,-1.2362208909994037,0.802482076661335,0.7426419313430732,1.0052086033199918,0.916063166021955,0.09187766538130349,0.08065826113861382,-0.8104537130795094,0.031735751295336796,0.004721502590673588,0.3396437823834198,0.12562435233160624,0.1158469626593697,NA,NA,NA,NA,NA,NA,NA,Las Vegas,5,2,0,0
75,0.14464192741034954,-1.3379995642943479,23.29699982375,18.49048634975,51.720916558025,37.58395366290786,10.677846406245061,1.2976173641555458e-11,-2.8462066651290785,38.3954988945,38.395498894250004,57.66137518841667,52.66946027266429,5.015082549361168,0.1895682790317613,-1.167682611346341,1070.9324454365412,1042.8132555429584,1191.146035885769,1129.8019275242766,50.41565363370335,0,-0.7684960535617447,0.0031761658031089195,0.0031761658031089195,8.405721070811746,1.6356854428818164,2.124291035084078,0.18953665900643868,-1.1677596947908575,1070.9152269717906,1042.7997139149547,1191.137841241979,1129.790592052536,50.417363558081966,0.22127019705564388,-0.7999162680925808,3055.8358333333335,228.5691666666666,13006.009166666669,6089.9800000000005,3793.0772103205945,0.8904464421296534,1.8370993166048817,0.4897745117676605,0.13693266742252172,0.5331854094754382,0.32360722881786536,0.09045089802596337,0.1440941563484334,-1.6072363449386176,2.1973444408129104,2.1585453292850194,2.427807543042467,2.3288310636124776,0.08180913977812572,0.3870819972514889,-0.5985731738598619,0.10861398963730573,0.02104922279792748,0.24726683937823832,0.13721687638786084,0.047785112998150546,0.9339213043620399,1.7743502318045803,0.47013683734986494,0.02631578947368427,0.5015389649203073,0.2571893872900971,0.12001432763541409,0.7937805947522589,0.4988280649343923,1.2500411322330112,0.8094802853491696,1.364496179913009,1.1806953120958354,0.13901747919154536,0.7210185185185184,1.3554037564420225,0.11614853195164077,0.015280656303972363,0.1551770293609672,0.07306809770540341,0.03178420750383992,0.6571032211619973,0.8761227787184253,0.39669912082684405,0.07949646305571681,0.5622252757530547,0.28731401350830144,0.12485134501188172,Mazatlán,8,4,0,0
79,0.4187095883294874,-0.20107661113676453,41.7037110345,30.77121777216667,56.88118412366667,44.06633281956667,11.749858781236874,0.5304326843751054,-0.08172503385362179,53.57864229766667,45.00625286033333,61.16737884266667,54.1170239826,6.587720549588673,0.09930391057715961,-0.9657985809124277,1080.4996775503635,1070.1053232499753,1174.7774780520936,1126.017409684904,47.12963244524346,NA,NA,NA,NA,NA,NA,NA,0.09930094804363396,-0.9658016106547624,1080.492682168923,1070.0985603051238,1174.7714971559576,1126.0109534192084,47.130042803952634,0.025994428559630137,-1.1242953365958834,2898.5033333333336,2036.1033333333337,35212.443333333336,17808.567000000003,13261.696621290834,0.10090608926124765,-0.948497888180244,0.2500007861446278,0.20450323046102328,0.6553933206101967,0.3962597687050235,0.15420064122757643,1,1.105071962170936,2.3205037592958755,2.0805738957390707,2.3205037592958755,2.2179442090425674,0.09280802858469761,0.4569763205828778,-0.4508876188632224,0.11255613126079449,0.031312607944732326,0.2090975820379966,0.1378134715025907,0.0560169301287869,0.04050070551418733,-1.2155892106246917,0.08363628594679583,0.05892556509887871,0.6690561920644014,0.3804898540933086,0.2442054976729841,0.22790457321834792,-0.7510752025341646,1.030218981494073,0.9703788361758114,1.2329455081527299,1.1146656072792969,0.11243431483331738,0.2397561436163036,-0.7977738510025864,0.08119170984455956,0.04281519861830744,0.2028799654576857,0.12562435233160624,0.055695787009322054,0.14418739997090044,-1.0023957465496287,0.08055646874277109,0.0030878025379324887,0.5403654441381912,0.27585148712607177,0.19482825925342412,Phoenix,5,3,0,0
81,0.06725767683292809,-1.988621988756358,17.4783970554,15.163145613560001,49.58674676754,34.13604227714254,8.376476432386168,0.05513309602030426,-2.521786779244853,45.656249382,45.07743652256,55.5759011694,52.93128380854444,2.8848729347066158,0.0687655295397411,-2.2109659191045488,1087.3010032702164,1077.643069045892,1218.0903874766022,1178.9286261031946,41.4423497174881,0.025098930538051293,-1.239476656371128,0.5874015544041445,0.2015129533678798,15.576215889464597,5.660328032047591,4.09279711043182,0.06878026626142306,-2.210997142158041,1087.281571057812,1077.6207825273461,1218.0795079086456,1178.9145570675983,41.44419016315325,0.04270505264458354,-1.5367871237141688,2760.873,1815.8180000000002,23945.635000000002,12121.239444444445,6090.867303613227,0.5249271170295996,0.29595743217512854,0.2651979909301454,0.10696626943209528,0.4084018713751508,0.24544676157034778,0.06673672363838497,0.6299366169797562,-0.15703580129512942,2.3829592013201624,2.173890492335071,2.505778976588416,2.3958995905370886,0.0824040703470308,0.3440384102427316,-1.433769891135793,0.08419689119170988,0.017367875647668375,0.21161658031088085,0.13563183649971217,0.03587391925719471,0.47937392886761654,0.21557354751917834,0.23400820063186448,0.06982183114185625,0.4123234975922021,0.21655798978970048,0.08094782983803499,0.8902893480049344,0.8136314584414193,1.3815918039932904,0.9383981401987287,1.4362067063550266,1.2806419224459167,0.1240732281182341,0.5051597425840598,0.1535574567303111,0.09384974093264249,0.025113989637305694,0.1611813471502591,0.08920264824409904,0.03026289173768367,0.3029890613069485,-0.47880505802420115,0.17901818813143333,0.059595388925572756,0.4537442690558596,0.2104721594504781,0.06569264629083121,Tepic,9,5,0,0
83,0.45189015636644897,-1.0049185347931504,30.771217772333333,9.244808577999999,56.88118412426667,43.209787152297025,12.377689284558786,0.7380093303837713,-0.5163994655982443,48.112395666666664,11.337424228,61.16737884326667,52.646083812135714,8.779420676233293,0.3130578940415342,-1.2842918150797753,1064.9582419032542,1014.9106782209601,1174.7774780520936,1123.8629251284187,45.86549764899464,NA,NA,NA,NA,NA,NA,NA,0.31304176323155936,-1.2844195963409333,1064.9430047495682,1014.8949769717906,1174.7714971559576,1123.8553615322508,45.86690903075024,0.09343476665655051,-0.9790474253615652,3343.9033333333336,43.503333333333345,35366.543333333335,13827.240000000002,10707.690347885997,0.979423605758091,1.3765743613053114,0.6860827936388801,6.007704173208224e-4,0.7004838640976945,0.3914150913919742,0.21405868838606923,0.6699519942996555,-0.28310322790229203,2.1838478954863723,1.9064553134659221,2.3205037592958755,2.2105784509804,0.09441981884873943,0.90807026812838465,1.5127955032819222,0.23949913644214163,0.002020725388601033,0.2635405872193437,0.13273107883049595,0.07057666246364334,0.8912076361165383,1.2885593604412613,0.6027795511754178,0.02618914004394617,0.6731656556895932,0.34738805211098744,0.19819925018974113,0.789789929180395,0.463448804650287,1.136759275080271,0.7753735531201735,1.2329455081527299,1.078240933910999,0.1262671099420124,0.14125905247400572,-1.1064811421425813,0.037357512953367894,0.007206390328151998,0.22065198618307436,0.10194462435233162,0.05837163322449198,0.2898262627446379,-0.5960612272188149,0.20012456071317336,0.0030878025379324887,0.6829321903767508,0.3383574469897323,0.23191054872256175,Colima,8,3,0,0
88,0.4187095883294874,-0.41854046735595846,41.7037110345,30.77121777216667,56.88118412366667,45.99467910756667,10.25221790421833,0.6488768834981364,-0.09802951241885327,53.57864229766667,39.55462767833333,61.16737884266667,54.233831974433336,6.683596200776981,0.3201521174130043,-0.7214446650427894,1080.4996775503635,1036.1026319336077,1174.7774780520936,1114.6976373487043,47.402055147656526,NA,NA,NA,NA,NA,NA,NA,0.3201570220110515,-0.7214405386908207,1080.492682168923,1036.0941583593992,1174.7714971559576,1114.6908652320767,47.402635739339296,0.07361533224801643,-0.9266828291774538,2898.5033333333336,330.6699999999999,35212.443333333336,14248.050666666668,12247.499334165355,0.09820661340596187,-1.1346997331899082,0.2500007861446278,0.20450323046102328,0.6677872609929473,0.43008623318703826,0.1587075785557364,1,1.2278148942894591,2.3205037592958755,1.9729305687777678,2.3205037592958755,2.200418979111916,0.09780365162735138,0.40234835666307756,-0.6292562917346933,0.11255613126079449,0.010911053540587209,0.2635405872193437,0.15766709844559587,0.07168933831466726,0.055846123355267396,-1.3504108961671257,0.08363628594679583,0.0487659849094178,0.6731656556895932,0.3747549077534724,0.21557780867509233,0.521267590012465,-0.3070327254616192,1.030218981494073,0.8094802853491696,1.2329455081527299,1.0706571648771455,0.13170642745744535,0.33252019041754477,-0.34079234305031963,0.08119170984455956,0.020569948186528495,0.2028799654576857,0.10057210708117445,0.0568686404839597,0.11395058573787234,-0.9808050714719374,0.08055646874277109,0.0030878025379324887,0.6829321903767508,0.3188296274328132,0.24293630367597413,Guadalajara,6,3,0,0
112,0.4187095883294874,-0.20107661113676453,41.7037110345,30.77121777216667,56.88118412366667,44.06633281956667,11.749858781236874,0.5304326843751054,-0.08172503385362179,53.57864229766667,45.00625286033333,61.16737884266667,54.1170239826,6.587720549588673,0.09930391057715961,-0.9657985809124277,1080.4996775503635,1070.1053232499753,1174.7774780520936,1126.017409684904,47.12963244524346,NA,NA,NA,NA,NA,NA,NA,0.09930094804363396,-0.9658016106547624,1080.492682168923,1070.0985603051238,1174.7714971559576,1126.0109534192084,47.130042803952634,0.025994428559630137,-1.1242953365958834,2898.5033333333336,2036.1033333333337,35212.443333333336,17808.567000000003,13261.696621290834,0.10090608926124765,-0.948497888180244,0.2500007861446278,0.20450323046102328,0.6553933206101967,0.3962597687050235,0.15420064122757643,1,1.105071962170936,2.3205037592958755,2.0805738957390707,2.3205037592958755,2.2179442090425674,0.09280802858469761,0.4569763205828778,-0.4508876188632224,0.11255613126079449,0.031312607944732326,0.2090975820379966,0.1378134715025907,0.0560169301287869,0.04050070551418733,-1.2155892106246917,0.08363628594679583,0.05892556509887871,0.6690561920644014,0.3804898540933086,0.2442054976729841,0.22790457321834792,-0.7510752025341646,1.030218981494073,0.9703788361758114,1.2329455081527299,1.1146656072792969,0.11243431483331738,0.2397561436163036,-0.7977738510025864,0.08119170984455956,0.04281519861830744,0.2028799654576857,0.12562435233160624,0.055695787009322054,0.14418739997090044,-1.0023957465496287,0.08055646874277109,0.0030878025379324887,0.5403654441381912,0.27585148712607177,0.19482825925342412,Aguascalientes,5,3,0,0
